cell_id,cell_state,dataset,n_genes,n_tokens,label
3436-1,quiescent,CAREBANK,2048,2048,0
3437-1,quiescent,CAREBANK,2048,2048,0
3438-1,quiescent,CAREBANK,2048,2048,0
3440-1,quiescent,CAREBANK,2048,2048,0
3446-1,quiescent,CAREBANK,2048,2048,0
3448-1,quiescent,CAREBANK,2048,2048,0
3449-1,quiescent,CAREBANK,2048,2048,0
3450-1,quiescent,CAREBANK,2048,2048,0
3451-1,quiescent,CAREBANK,1872,1872,0
3452-1,quiescent,CAREBANK,2048,2048,0
3453-1,quiescent,CAREBANK,2048,2048,0
3454-1,quiescent,CAREBANK,2048,2048,0
3458-1,quiescent,CAREBANK,2048,2048,0
3461-1,quiescent,CAREBANK,2048,2048,0
3462-1,quiescent,CAREBANK,2048,2048,0
3463-1,quiescent,CAREBANK,2048,2048,0
3464-1,quiescent,CAREBANK,2048,2048,0
3465-1,quiescent,CAREBANK,2048,2048,0
3467-1,quiescent,CAREBANK,2048,2048,0
3468-1,quiescent,CAREBANK,972,972,0
3469-1,quiescent,CAREBANK,2048,2048,0
3470-1,quiescent,CAREBANK,2048,2048,0
3471-1,quiescent,CAREBANK,2048,2048,0
3472-1,quiescent,CAREBANK,2048,2048,0
3473-1,quiescent,CAREBANK,2048,2048,0
3474-1,quiescent,CAREBANK,2048,2048,0
3475-1,quiescent,CAREBANK,2048,2048,0
3477-1,quiescent,CAREBANK,2048,2048,0
3478-1,quiescent,CAREBANK,2048,2048,0
3479-1,quiescent,CAREBANK,2048,2048,0
3480-1,quiescent,CAREBANK,2048,2048,0
3481-1,quiescent,CAREBANK,2048,2048,0
3482-1,quiescent,CAREBANK,2048,2048,0
3483-1,quiescent,CAREBANK,1984,1984,0
3485-1,quiescent,CAREBANK,2048,2048,0
3486-1,quiescent,CAREBANK,2048,2048,0
3487-1,quiescent,CAREBANK,2048,2048,0
3488-1,quiescent,CAREBANK,2048,2048,0
3489-1,quiescent,CAREBANK,2048,2048,0
3490-1,quiescent,CAREBANK,2048,2048,0
3491-1,quiescent,CAREBANK,2048,2048,0
3493-1,quiescent,CAREBANK,2048,2048,0
3494-1,quiescent,CAREBANK,2048,2048,0
3495-1,quiescent,CAREBANK,2048,2048,0
3496-1,quiescent,CAREBANK,2048,2048,0
3497-1,quiescent,CAREBANK,927,927,0
3498-1,quiescent,CAREBANK,2048,2048,0
3499-1,quiescent,CAREBANK,1860,1860,0
3500-1,quiescent,CAREBANK,585,585,0
3501-1,quiescent,CAREBANK,2048,2048,0
3503-1,quiescent,CAREBANK,2048,2048,0
3505-1,quiescent,CAREBANK,2048,2048,0
3506-1,quiescent,CAREBANK,2048,2048,0
3507-1,quiescent,CAREBANK,2048,2048,0
3508-1,quiescent,CAREBANK,1317,1317,0
3509-1,quiescent,CAREBANK,2021,2021,0
3510-1,quiescent,CAREBANK,593,593,0
3511-1,quiescent,CAREBANK,696,696,0
3512-1,quiescent,CAREBANK,665,665,0
3515-1,quiescent,CAREBANK,2048,2048,0
3516-1,quiescent,CAREBANK,881,881,0
3517-1,quiescent,CAREBANK,2048,2048,0
3518-1,quiescent,CAREBANK,755,755,0
3519-1,quiescent,CAREBANK,2048,2048,0
3520-1,quiescent,CAREBANK,2048,2048,0
3521-1,quiescent,CAREBANK,1392,1392,0
3522-1,quiescent,CAREBANK,1743,1743,0
3523-1,quiescent,CAREBANK,2048,2048,0
3524-1,quiescent,CAREBANK,2048,2048,0
3525-1,quiescent,CAREBANK,740,740,0
3528-1,quiescent,CAREBANK,2048,2048,0
3530-1,quiescent,CAREBANK,1805,1805,0
3531-1,quiescent,CAREBANK,679,679,0
3532-1,quiescent,CAREBANK,2048,2048,0
3533-1,quiescent,CAREBANK,2048,2048,0
3534-1,quiescent,CAREBANK,1702,1702,0
3535-1,quiescent,CAREBANK,2048,2048,0
3536-1,quiescent,CAREBANK,1555,1555,0
3538-1,quiescent,CAREBANK,2048,2048,0
3539-1,quiescent,CAREBANK,1896,1896,0
3540-1,quiescent,CAREBANK,2048,2048,0
3541-1,quiescent,CAREBANK,1961,1961,0
3542-1,quiescent,CAREBANK,2034,2034,0
3543-1,quiescent,CAREBANK,2048,2048,0
3544-1,quiescent,CAREBANK,2048,2048,0
3545-1,quiescent,CAREBANK,1894,1894,0
3546-1,quiescent,CAREBANK,884,884,0
3547-1,quiescent,CAREBANK,1020,1020,0
3548-1,quiescent,CAREBANK,2048,2048,0
3549-1,quiescent,CAREBANK,2048,2048,0
3550-1,quiescent,CAREBANK,1656,1656,0
3552-1,quiescent,CAREBANK,1256,1256,0
3553-1,quiescent,CAREBANK,2048,2048,0
3554-1,quiescent,CAREBANK,819,819,0
3555-1,quiescent,CAREBANK,2048,2048,0
3556-1,quiescent,CAREBANK,2048,2048,0
3557-1,quiescent,CAREBANK,2048,2048,0
3558-1,quiescent,CAREBANK,2048,2048,0
3559-1,quiescent,CAREBANK,1804,1804,0
3560-1,quiescent,CAREBANK,1368,1368,0
3561-1,quiescent,CAREBANK,2048,2048,0
3562-1,quiescent,CAREBANK,2048,2048,0
3563-1,quiescent,CAREBANK,2048,2048,0
3564-1,quiescent,CAREBANK,1755,1755,0
3565-1,quiescent,CAREBANK,2048,2048,0
3566-1,quiescent,CAREBANK,2048,2048,0
3567-1,quiescent,CAREBANK,2048,2048,0
3568-1,quiescent,CAREBANK,1626,1626,0
3569-1,quiescent,CAREBANK,1793,1793,0
3570-1,quiescent,CAREBANK,2048,2048,0
3571-1,quiescent,CAREBANK,2048,2048,0
3572-1,quiescent,CAREBANK,1528,1528,0
3573-1,quiescent,CAREBANK,1750,1750,0
3574-1,quiescent,CAREBANK,2048,2048,0
3576-1,quiescent,CAREBANK,1710,1710,0
3577-1,quiescent,CAREBANK,1230,1230,0
3578-1,quiescent,CAREBANK,1560,1560,0
3579-1,quiescent,CAREBANK,2048,2048,0
3580-1,quiescent,CAREBANK,1162,1162,0
3582-1,quiescent,CAREBANK,1842,1842,0
3583-1,quiescent,CAREBANK,1786,1786,0
3584-1,quiescent,CAREBANK,1208,1208,0
3585-1,quiescent,CAREBANK,2048,2048,0
3586-1,quiescent,CAREBANK,1495,1495,0
3587-1,quiescent,CAREBANK,2048,2048,0
3588-1,quiescent,CAREBANK,2048,2048,0
3589-1,quiescent,CAREBANK,1834,1834,0
3590-1,quiescent,CAREBANK,2048,2048,0
3591-1,quiescent,CAREBANK,2048,2048,0
3592-1,quiescent,CAREBANK,954,954,0
3593-1,quiescent,CAREBANK,817,817,0
3595-1,quiescent,CAREBANK,2048,2048,0
3596-1,quiescent,CAREBANK,1653,1653,0
3597-1,quiescent,CAREBANK,2048,2048,0
3598-1,quiescent,CAREBANK,1739,1739,0
3599-1,quiescent,CAREBANK,2048,2048,0
3600-1,quiescent,CAREBANK,1382,1382,0
3601-1,quiescent,CAREBANK,2048,2048,0
3602-1,quiescent,CAREBANK,2048,2048,0
3603-1,quiescent,CAREBANK,2048,2048,0
3604-1,quiescent,CAREBANK,865,865,0
3605-1,quiescent,CAREBANK,750,750,0
3606-1,quiescent,CAREBANK,1687,1687,0
3607-1,quiescent,CAREBANK,1666,1666,0
3608-1,quiescent,CAREBANK,2048,2048,0
3609-1,quiescent,CAREBANK,960,960,0
3610-1,quiescent,CAREBANK,2048,2048,0
3611-1,quiescent,CAREBANK,2048,2048,0
3612-1,quiescent,CAREBANK,2048,2048,0
3613-1,quiescent,CAREBANK,576,576,0
3614-1,quiescent,CAREBANK,513,513,0
3615-1,quiescent,CAREBANK,1612,1612,0
3616-1,quiescent,CAREBANK,1211,1211,0
3617-1,quiescent,CAREBANK,2048,2048,0
3618-1,quiescent,CAREBANK,874,874,0
3619-1,quiescent,CAREBANK,2048,2048,0
3620-1,quiescent,CAREBANK,1086,1086,0
3621-1,quiescent,CAREBANK,589,589,0
3622-1,quiescent,CAREBANK,851,851,0
3623-1,quiescent,CAREBANK,735,735,0
3624-1,quiescent,CAREBANK,510,510,0
3625-1,quiescent,CAREBANK,902,902,0
3626-1,quiescent,CAREBANK,1279,1279,0
3627-1,quiescent,CAREBANK,2048,2048,0
3628-1,quiescent,CAREBANK,1426,1426,0
3629-1,quiescent,CAREBANK,1620,1620,0
3630-1,quiescent,CAREBANK,2048,2048,0
3631-1,quiescent,CAREBANK,1356,1356,0
3632-1,quiescent,CAREBANK,2048,2048,0
3633-1,quiescent,CAREBANK,2048,2048,0
3634-1,quiescent,CAREBANK,2048,2048,0
3635-1,quiescent,CAREBANK,2048,2048,0
3636-1,quiescent,CAREBANK,595,595,0
3637-1,quiescent,CAREBANK,2048,2048,0
3639-1,quiescent,CAREBANK,2048,2048,0
3640-1,quiescent,CAREBANK,601,601,0
3641-1,quiescent,CAREBANK,1084,1084,0
3642-1,quiescent,CAREBANK,2048,2048,0
3643-1,quiescent,CAREBANK,1216,1216,0
3644-1,quiescent,CAREBANK,1775,1775,0
3645-1,quiescent,CAREBANK,1114,1114,0
3646-1,quiescent,CAREBANK,676,676,0
3647-1,quiescent,CAREBANK,2048,2048,0
3648-1,quiescent,CAREBANK,803,803,0
3649-1,quiescent,CAREBANK,2048,2048,0
3650-1,quiescent,CAREBANK,2048,2048,0
3652-1,quiescent,CAREBANK,1511,1511,0
3653-1,quiescent,CAREBANK,1825,1825,0
3654-1,quiescent,CAREBANK,2048,2048,0
3655-1,quiescent,CAREBANK,2048,2048,0
3657-1,quiescent,CAREBANK,923,923,0
3658-1,quiescent,CAREBANK,2048,2048,0
3659-1,quiescent,CAREBANK,2048,2048,0
3660-1,quiescent,CAREBANK,2048,2048,0
3661-1,quiescent,CAREBANK,2014,2014,0
3662-1,quiescent,CAREBANK,591,591,0
3663-1,quiescent,CAREBANK,2048,2048,0
3664-1,quiescent,CAREBANK,2048,2048,0
3665-1,quiescent,CAREBANK,1819,1819,0
3666-1,quiescent,CAREBANK,1610,1610,0
3667-1,quiescent,CAREBANK,2048,2048,0
3668-1,quiescent,CAREBANK,2048,2048,0
3669-1,quiescent,CAREBANK,2046,2046,0
3670-1,quiescent,CAREBANK,2048,2048,0
3671-1,quiescent,CAREBANK,2048,2048,0
3672-1,quiescent,CAREBANK,2048,2048,0
3673-1,quiescent,CAREBANK,2048,2048,0
3674-1,quiescent,CAREBANK,2048,2048,0
3675-1,quiescent,CAREBANK,694,694,0
3676-1,quiescent,CAREBANK,1720,1720,0
3677-1,quiescent,CAREBANK,1563,1563,0
3678-1,quiescent,CAREBANK,742,742,0
3679-1,quiescent,CAREBANK,2048,2048,0
3680-1,quiescent,CAREBANK,2048,2048,0
3681-1,quiescent,CAREBANK,2048,2048,0
3682-1,quiescent,CAREBANK,2048,2048,0
3683-1,quiescent,CAREBANK,1773,1773,0
3684-1,quiescent,CAREBANK,1861,1861,0
3686-1,quiescent,CAREBANK,1429,1429,0
3687-1,quiescent,CAREBANK,1472,1472,0
3688-1,quiescent,CAREBANK,972,972,0
3689-1,quiescent,CAREBANK,2048,2048,0
3690-1,quiescent,CAREBANK,1407,1407,0
3691-1,quiescent,CAREBANK,1608,1608,0
3692-1,quiescent,CAREBANK,1153,1153,0
3693-1,quiescent,CAREBANK,1477,1477,0
3694-1,quiescent,CAREBANK,1207,1207,0
3695-1,quiescent,CAREBANK,1741,1741,0
3696-1,quiescent,CAREBANK,1439,1439,0
3698-1,quiescent,CAREBANK,2048,2048,0
3699-1,quiescent,CAREBANK,2048,2048,0
3700-1,quiescent,CAREBANK,2048,2048,0
3702-1,quiescent,CAREBANK,1120,1120,0
3703-1,quiescent,CAREBANK,2048,2048,0
3704-1,quiescent,CAREBANK,1468,1468,0
3705-1,quiescent,CAREBANK,2048,2048,0
3707-1,quiescent,CAREBANK,2013,2013,0
3708-1,quiescent,CAREBANK,2048,2048,0
3710-1,quiescent,CAREBANK,2048,2048,0
3711-1,quiescent,CAREBANK,2048,2048,0
3712-1,quiescent,CAREBANK,1888,1888,0
3713-1,quiescent,CAREBANK,2048,2048,0
3714-1,quiescent,CAREBANK,2048,2048,0
3715-1,quiescent,CAREBANK,849,849,0
3716-1,quiescent,CAREBANK,1283,1283,0
3717-1,quiescent,CAREBANK,2048,2048,0
3718-1,quiescent,CAREBANK,1062,1062,0
3719-1,quiescent,CAREBANK,2048,2048,0
3720-1,quiescent,CAREBANK,1908,1908,0
3723-1,quiescent,CAREBANK,2048,2048,0
3724-1,quiescent,CAREBANK,2048,2048,0
3725-1,quiescent,CAREBANK,795,795,0
3726-1,quiescent,CAREBANK,1148,1148,0
3727-1,quiescent,CAREBANK,1056,1056,0
3729-1,quiescent,CAREBANK,1533,1533,0
3730-1,quiescent,CAREBANK,2048,2048,0
3731-1,quiescent,CAREBANK,1511,1511,0
3732-1,quiescent,CAREBANK,2048,2048,0
3733-1,quiescent,CAREBANK,766,766,0
3734-1,quiescent,CAREBANK,2048,2048,0
3735-1,quiescent,CAREBANK,2048,2048,0
3737-1,quiescent,CAREBANK,2048,2048,0
3738-1,quiescent,CAREBANK,2048,2048,0
3739-1,quiescent,CAREBANK,2048,2048,0
3740-1,quiescent,CAREBANK,2048,2048,0
3741-1,quiescent,CAREBANK,1491,1491,0
3742-1,quiescent,CAREBANK,2048,2048,0
3743-1,quiescent,CAREBANK,2048,2048,0
3744-1,quiescent,CAREBANK,2048,2048,0
3745-1,quiescent,CAREBANK,1625,1625,0
3746-1,quiescent,CAREBANK,585,585,0
3747-1,quiescent,CAREBANK,1491,1491,0
3749-1,quiescent,CAREBANK,2048,2048,0
3750-1,quiescent,CAREBANK,1684,1684,0
3751-1,quiescent,CAREBANK,2048,2048,0
3752-1,quiescent,CAREBANK,2048,2048,0
3753-1,quiescent,CAREBANK,2048,2048,0
3754-1,quiescent,CAREBANK,972,972,0
3755-1,quiescent,CAREBANK,1041,1041,0
3756-1,quiescent,CAREBANK,1574,1574,0
3757-1,quiescent,CAREBANK,585,585,0
3758-1,quiescent,CAREBANK,2048,2048,0
3760-1,quiescent,CAREBANK,2048,2048,0
3761-1,quiescent,CAREBANK,2048,2048,0
3762-1,quiescent,CAREBANK,1596,1596,0
3763-1,quiescent,CAREBANK,2048,2048,0
3764-1,quiescent,CAREBANK,1795,1795,0
3765-1,quiescent,CAREBANK,2048,2048,0
3766-1,quiescent,CAREBANK,827,827,0
3767-1,quiescent,CAREBANK,2048,2048,0
3768-1,quiescent,CAREBANK,2048,2048,0
3769-1,quiescent,CAREBANK,2048,2048,0
3770-1,quiescent,CAREBANK,2048,2048,0
3771-1,quiescent,CAREBANK,2048,2048,0
3772-1,quiescent,CAREBANK,1808,1808,0
3773-1,quiescent,CAREBANK,1307,1307,0
3774-1,quiescent,CAREBANK,2048,2048,0
3776-1,quiescent,CAREBANK,1073,1073,0
3777-1,quiescent,CAREBANK,2048,2048,0
3778-1,quiescent,CAREBANK,1721,1721,0
3780-1,quiescent,CAREBANK,2048,2048,0
3781-1,quiescent,CAREBANK,2048,2048,0
3782-1,quiescent,CAREBANK,2048,2048,0
3783-1,quiescent,CAREBANK,1683,1683,0
3784-1,quiescent,CAREBANK,2048,2048,0
3785-1,quiescent,CAREBANK,1509,1509,0
3786-1,quiescent,CAREBANK,1941,1941,0
3787-1,quiescent,CAREBANK,2046,2046,0
3788-1,quiescent,CAREBANK,2048,2048,0
3790-1,quiescent,CAREBANK,1607,1607,0
3791-1,quiescent,CAREBANK,1552,1552,0
3792-1,quiescent,CAREBANK,2048,2048,0
3793-1,quiescent,CAREBANK,2048,2048,0
3794-1,quiescent,CAREBANK,2048,2048,0
3795-1,quiescent,CAREBANK,2048,2048,0
3796-1,quiescent,CAREBANK,2048,2048,0
3798-1,quiescent,CAREBANK,2048,2048,0
3799-1,quiescent,CAREBANK,2048,2048,0
3800-1,quiescent,CAREBANK,2048,2048,0
3801-1,quiescent,CAREBANK,1873,1873,0
3802-1,quiescent,CAREBANK,1167,1167,0
3803-1,quiescent,CAREBANK,2048,2048,0
3804-1,quiescent,CAREBANK,2048,2048,0
3805-1,quiescent,CAREBANK,2048,2048,0
3806-1,quiescent,CAREBANK,2048,2048,0
3807-1,quiescent,CAREBANK,2048,2048,0
3808-1,quiescent,CAREBANK,2048,2048,0
3810-1,quiescent,CAREBANK,843,843,0
3811-1,quiescent,CAREBANK,2048,2048,0
3813-1,quiescent,CAREBANK,2048,2048,0
3814-1,quiescent,CAREBANK,2048,2048,0
3815-1,quiescent,CAREBANK,1521,1521,0
3817-1,quiescent,CAREBANK,2048,2048,0
3818-1,quiescent,CAREBANK,1770,1770,0
3819-1,quiescent,CAREBANK,2048,2048,0
3820-1,quiescent,CAREBANK,2048,2048,0
3821-1,quiescent,CAREBANK,977,977,0
3822-1,quiescent,CAREBANK,1644,1644,0
3823-1,quiescent,CAREBANK,2048,2048,0
3824-1,quiescent,CAREBANK,2048,2048,0
3825-1,quiescent,CAREBANK,2048,2048,0
3827-1,quiescent,CAREBANK,2048,2048,0
3828-1,quiescent,CAREBANK,620,620,0
3829-1,quiescent,CAREBANK,2048,2048,0
3830-1,quiescent,CAREBANK,1886,1886,0
3831-1,quiescent,CAREBANK,2048,2048,0
3832-1,quiescent,CAREBANK,726,726,0
3833-1,quiescent,CAREBANK,2048,2048,0
3835-1,quiescent,CAREBANK,2048,2048,0
3836-1,quiescent,CAREBANK,1590,1590,0
3837-1,quiescent,CAREBANK,1277,1277,0
3838-1,quiescent,CAREBANK,814,814,0
3839-1,quiescent,CAREBANK,2048,2048,0
3840-1,quiescent,CAREBANK,872,872,0
3841-1,quiescent,CAREBANK,1284,1284,0
3843-1,quiescent,CAREBANK,2048,2048,0
3844-1,quiescent,CAREBANK,810,810,0
3845-1,quiescent,CAREBANK,2048,2048,0
3846-1,quiescent,CAREBANK,1788,1788,0
3847-1,quiescent,CAREBANK,1682,1682,0
3848-1,quiescent,CAREBANK,2048,2048,0
3849-1,quiescent,CAREBANK,1723,1723,0
3850-1,quiescent,CAREBANK,857,857,0
3851-1,quiescent,CAREBANK,2048,2048,0
3852-1,quiescent,CAREBANK,2048,2048,0
3853-1,quiescent,CAREBANK,1043,1043,0
3854-1,quiescent,CAREBANK,2048,2048,0
3855-1,quiescent,CAREBANK,2048,2048,0
3856-1,quiescent,CAREBANK,2048,2048,0
3857-1,quiescent,CAREBANK,1725,1725,0
3858-1,quiescent,CAREBANK,513,513,0
3859-1,quiescent,CAREBANK,981,981,0
3860-1,quiescent,CAREBANK,2048,2048,0
3861-1,quiescent,CAREBANK,2048,2048,0
3862-1,quiescent,CAREBANK,1408,1408,0
3863-1,quiescent,CAREBANK,510,510,0
3864-1,quiescent,CAREBANK,1904,1904,0
3865-1,quiescent,CAREBANK,2048,2048,0
3866-1,quiescent,CAREBANK,2048,2048,0
3867-1,quiescent,CAREBANK,2048,2048,0
3868-1,quiescent,CAREBANK,919,919,0
3869-1,quiescent,CAREBANK,2048,2048,0
3870-1,quiescent,CAREBANK,2048,2048,0
3871-1,quiescent,CAREBANK,2048,2048,0
3872-1,quiescent,CAREBANK,1304,1304,0
3873-1,quiescent,CAREBANK,2048,2048,0
3874-1,quiescent,CAREBANK,1300,1300,0
3876-1,quiescent,CAREBANK,841,841,0
3877-1,quiescent,CAREBANK,2048,2048,0
3878-1,quiescent,CAREBANK,2048,2048,0
3879-1,quiescent,CAREBANK,509,509,0
3881-1,quiescent,CAREBANK,2048,2048,0
3882-1,quiescent,CAREBANK,1927,1927,0
3883-1,quiescent,CAREBANK,951,951,0
3884-1,quiescent,CAREBANK,1148,1148,0
3885-1,quiescent,CAREBANK,1891,1891,0
3886-1,quiescent,CAREBANK,1998,1998,0
3887-1,quiescent,CAREBANK,2048,2048,0
3888-1,quiescent,CAREBANK,2048,2048,0
3889-1,quiescent,CAREBANK,2048,2048,0
3890-1,quiescent,CAREBANK,2048,2048,0
3891-1,quiescent,CAREBANK,2048,2048,0
3892-1,quiescent,CAREBANK,2048,2048,0
3894-1,quiescent,CAREBANK,1483,1483,0
3895-1,quiescent,CAREBANK,1937,1937,0
3896-1,quiescent,CAREBANK,2022,2022,0
3898-1,quiescent,CAREBANK,1023,1023,0
3900-1,quiescent,CAREBANK,2048,2048,0
3902-1,quiescent,CAREBANK,2048,2048,0
3903-1,quiescent,CAREBANK,2048,2048,0
3904-1,quiescent,CAREBANK,1920,1920,0
3905-1,quiescent,CAREBANK,1741,1741,0
3906-1,quiescent,CAREBANK,2048,2048,0
3907-1,quiescent,CAREBANK,2048,2048,0
3908-1,quiescent,CAREBANK,2048,2048,0
3909-1,quiescent,CAREBANK,573,573,0
3910-1,quiescent,CAREBANK,2048,2048,0
3911-1,quiescent,CAREBANK,2048,2048,0
3912-1,quiescent,CAREBANK,2048,2048,0
3913-1,quiescent,CAREBANK,2048,2048,0
3914-1,quiescent,CAREBANK,777,777,0
3915-1,quiescent,CAREBANK,1106,1106,0
3916-1,quiescent,CAREBANK,2048,2048,0
3917-1,quiescent,CAREBANK,2048,2048,0
3919-1,quiescent,CAREBANK,1540,1540,0
3920-1,quiescent,CAREBANK,2048,2048,0
3921-1,quiescent,CAREBANK,1503,1503,0
3923-1,quiescent,CAREBANK,2048,2048,0
3924-1,quiescent,CAREBANK,523,523,0
3925-1,quiescent,CAREBANK,1262,1262,0
3926-1,quiescent,CAREBANK,1726,1726,0
3927-1,quiescent,CAREBANK,1676,1676,0
3928-1,quiescent,CAREBANK,2048,2048,0
3929-1,quiescent,CAREBANK,2048,2048,0
3930-1,quiescent,CAREBANK,1674,1674,0
3931-1,quiescent,CAREBANK,811,811,0
3932-1,quiescent,CAREBANK,2048,2048,0
3933-1,quiescent,CAREBANK,1650,1650,0
3934-1,quiescent,CAREBANK,1944,1944,0
3935-1,quiescent,CAREBANK,2048,2048,0
3937-1,quiescent,CAREBANK,1790,1790,0
3938-1,quiescent,CAREBANK,880,880,0
3939-1,quiescent,CAREBANK,2048,2048,0
3940-1,quiescent,CAREBANK,1200,1200,0
3941-1,quiescent,CAREBANK,2048,2048,0
3942-1,quiescent,CAREBANK,1432,1432,0
3943-1,quiescent,CAREBANK,1493,1493,0
3944-1,quiescent,CAREBANK,1241,1241,0
3945-1,quiescent,CAREBANK,2048,2048,0
3946-1,quiescent,CAREBANK,2048,2048,0
3947-1,quiescent,CAREBANK,2048,2048,0
3948-1,quiescent,CAREBANK,2048,2048,0
3949-1,quiescent,CAREBANK,2048,2048,0
3950-1,quiescent,CAREBANK,2048,2048,0
3951-1,quiescent,CAREBANK,2048,2048,0
3952-1,quiescent,CAREBANK,2048,2048,0
3953-1,quiescent,CAREBANK,2048,2048,0
3954-1,quiescent,CAREBANK,961,961,0
3955-1,quiescent,CAREBANK,2048,2048,0
3957-1,quiescent,CAREBANK,1124,1124,0
3958-1,quiescent,CAREBANK,2048,2048,0
3960-1,quiescent,CAREBANK,2048,2048,0
3961-1,quiescent,CAREBANK,2048,2048,0
3962-1,quiescent,CAREBANK,2048,2048,0
3963-1,quiescent,CAREBANK,2048,2048,0
3964-1,quiescent,CAREBANK,1931,1931,0
3965-1,quiescent,CAREBANK,2048,2048,0
3966-1,quiescent,CAREBANK,1497,1497,0
3967-1,quiescent,CAREBANK,2048,2048,0
3968-1,quiescent,CAREBANK,2048,2048,0
3970-1,quiescent,CAREBANK,997,997,0
3971-1,quiescent,CAREBANK,644,644,0
3972-1,quiescent,CAREBANK,2048,2048,0
3974-1,quiescent,CAREBANK,2048,2048,0
3975-1,quiescent,CAREBANK,2048,2048,0
3976-1,quiescent,CAREBANK,1558,1558,0
3977-1,quiescent,CAREBANK,1157,1157,0
3978-1,quiescent,CAREBANK,1698,1698,0
3979-1,quiescent,CAREBANK,644,644,0
3981-1,quiescent,CAREBANK,2048,2048,0
3982-1,quiescent,CAREBANK,2048,2048,0
3983-1,quiescent,CAREBANK,817,817,0
3984-1,quiescent,CAREBANK,1068,1068,0
3985-1,quiescent,CAREBANK,2048,2048,0
3986-1,quiescent,CAREBANK,1747,1747,0
3987-1,quiescent,CAREBANK,2048,2048,0
3988-1,quiescent,CAREBANK,2041,2041,0
3989-1,quiescent,CAREBANK,2048,2048,0
3990-1,quiescent,CAREBANK,2048,2048,0
3991-1,quiescent,CAREBANK,693,693,0
3992-1,quiescent,CAREBANK,2048,2048,0
3993-1,quiescent,CAREBANK,804,804,0
3994-1,quiescent,CAREBANK,2048,2048,0
3996-1,quiescent,CAREBANK,2048,2048,0
3997-1,quiescent,CAREBANK,2048,2048,0
3998-1,quiescent,CAREBANK,2048,2048,0
3999-1,quiescent,CAREBANK,690,690,0
4000-1,quiescent,CAREBANK,665,665,0
4001-1,quiescent,CAREBANK,2048,2048,0
4002-1,quiescent,CAREBANK,1343,1343,0
4003-1,quiescent,CAREBANK,2048,2048,0
4004-1,quiescent,CAREBANK,2048,2048,0
4005-1,quiescent,CAREBANK,2048,2048,0
4006-1,quiescent,CAREBANK,1162,1162,0
4007-1,quiescent,CAREBANK,2048,2048,0
4008-1,quiescent,CAREBANK,1581,1581,0
4009-1,quiescent,CAREBANK,547,547,0
4010-1,quiescent,CAREBANK,636,636,0
4011-1,quiescent,CAREBANK,2048,2048,0
4013-1,quiescent,CAREBANK,1604,1604,0
4014-1,quiescent,CAREBANK,1319,1319,0
4015-1,quiescent,CAREBANK,2048,2048,0
4017-1,quiescent,CAREBANK,1310,1310,0
4018-1,quiescent,CAREBANK,746,746,0
4019-1,quiescent,CAREBANK,701,701,0
4020-1,quiescent,CAREBANK,1375,1375,0
4021-1,quiescent,CAREBANK,2048,2048,0
4022-1,quiescent,CAREBANK,2048,2048,0
4024-1,quiescent,CAREBANK,2048,2048,0
4025-1,quiescent,CAREBANK,1663,1663,0
4026-1,quiescent,CAREBANK,2048,2048,0
4027-1,quiescent,CAREBANK,1685,1685,0
4028-1,quiescent,CAREBANK,2048,2048,0
4029-1,quiescent,CAREBANK,2048,2048,0
4030-1,quiescent,CAREBANK,890,890,0
4031-1,quiescent,CAREBANK,2048,2048,0
4032-1,quiescent,CAREBANK,1281,1281,0
4033-1,quiescent,CAREBANK,2048,2048,0
4034-1,quiescent,CAREBANK,1631,1631,0
4035-1,quiescent,CAREBANK,1627,1627,0
4036-1,quiescent,CAREBANK,2048,2048,0
4038-1,quiescent,CAREBANK,2037,2037,0
4039-1,quiescent,CAREBANK,2048,2048,0
4040-1,quiescent,CAREBANK,2048,2048,0
4041-1,quiescent,CAREBANK,1748,1748,0
4042-1,quiescent,CAREBANK,2048,2048,0
4043-1,quiescent,CAREBANK,2048,2048,0
4044-1,quiescent,CAREBANK,2048,2048,0
4045-1,quiescent,CAREBANK,2048,2048,0
4046-1,quiescent,CAREBANK,2048,2048,0
4047-1,quiescent,CAREBANK,1463,1463,0
4049-1,quiescent,CAREBANK,623,623,0
4050-1,quiescent,CAREBANK,1594,1594,0
4051-1,quiescent,CAREBANK,814,814,0
4052-1,quiescent,CAREBANK,1458,1458,0
4053-1,quiescent,CAREBANK,1468,1468,0
4054-1,quiescent,CAREBANK,2048,2048,0
4055-1,quiescent,CAREBANK,2048,2048,0
4056-1,quiescent,CAREBANK,1091,1091,0
4057-1,quiescent,CAREBANK,2048,2048,0
4059-1,quiescent,CAREBANK,1730,1730,0
4060-1,quiescent,CAREBANK,1351,1351,0
4061-1,quiescent,CAREBANK,893,893,0
4062-1,quiescent,CAREBANK,1007,1007,0
4063-1,quiescent,CAREBANK,2048,2048,0
4064-1,quiescent,CAREBANK,2048,2048,0
4065-1,quiescent,CAREBANK,1693,1693,0
4066-1,quiescent,CAREBANK,2048,2048,0
4067-1,quiescent,CAREBANK,913,913,0
4068-1,quiescent,CAREBANK,2048,2048,0
4070-1,quiescent,CAREBANK,2048,2048,0
4071-1,quiescent,CAREBANK,914,914,0
4072-1,quiescent,CAREBANK,611,611,0
4073-1,quiescent,CAREBANK,2048,2048,0
4074-1,quiescent,CAREBANK,760,760,0
