,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensembl_id
ENSG00000135116,False,HRK,NCBITaxon:9606,gene,736,protein_coding,ENSG00000135116
ENSG00000122378,False,PRXL2A,NCBITaxon:9606,gene,1890,protein_coding,ENSG00000122378
ENSG00000104081,False,BMF,NCBITaxon:9606,gene,650,protein_coding,ENSG00000104081
ENSG00000152092,False,ASTN1,NCBITaxon:9606,gene,3936,protein_coding,ENSG00000152092
ENSG00000285940,False,ENSG00000285940,NCBITaxon:9606,gene,534,lncRNA,ENSG00000285940
ENSG00000148634,False,HERC4,NCBITaxon:9606,gene,2438,protein_coding,ENSG00000148634
ENSG00000170017,False,ALCAM,NCBITaxon:9606,gene,1818,protein_coding,ENSG00000170017
ENSG00000050426,False,LETMD1,NCBITaxon:9606,gene,727,protein_coding,ENSG00000050426
ENSG00000255043,False,NAV2-AS5,NCBITaxon:9606,gene,1938,lncRNA,ENSG00000255043
ENSG00000272825,False,ENSG00000272825,NCBITaxon:9606,gene,652,lncRNA,ENSG00000272825
ENSG00000260850,False,ENSG00000260850,NCBITaxon:9606,gene,1169,lncRNA,ENSG00000260850
ENSG00000255689,False,ENSG00000255689,NCBITaxon:9606,gene,631,lncRNA,ENSG00000255689
ENSG00000069493,False,CLEC2D,NCBITaxon:9606,gene,769,protein_coding,ENSG00000069493
ENSG00000287292,False,ENSG00000287292,NCBITaxon:9606,gene,625,lncRNA,ENSG00000287292
ENSG00000188305,False,PEAK3,NCBITaxon:9606,gene,2564,protein_coding,ENSG00000188305
ENSG00000262211,False,ENSG00000262211,NCBITaxon:9606,gene,797,lncRNA,ENSG00000262211
ENSG00000120705,False,ETF1,NCBITaxon:9606,gene,933,protein_coding,ENSG00000120705
ENSG00000124762,False,CDKN1A,NCBITaxon:9606,gene,2103,protein_coding,ENSG00000124762
ENSG00000093167,False,LRRFIP2,NCBITaxon:9606,gene,736,protein_coding,ENSG00000093167
ENSG00000243629,False,LINC00880,NCBITaxon:9606,gene,1897,lncRNA,ENSG00000243629
ENSG00000268375,False,ENSG00000268375,NCBITaxon:9606,gene,260,lncRNA,ENSG00000268375
ENSG00000130347,False,RTN4IP1,NCBITaxon:9606,gene,623,protein_coding,ENSG00000130347
ENSG00000020577,False,SAMD4A,NCBITaxon:9606,gene,1119,protein_coding,ENSG00000020577
ENSG00000135862,False,LAMC1,NCBITaxon:9606,gene,741,protein_coding,ENSG00000135862
ENSG00000133619,False,KRBA1,NCBITaxon:9606,gene,699,protein_coding,ENSG00000133619
ENSG00000183474,False,GTF2H2C,NCBITaxon:9606,gene,772,protein_coding,ENSG00000183474
ENSG00000287070,False,ENSG00000287070,NCBITaxon:9606,gene,592,lncRNA,ENSG00000287070
ENSG00000148337,False,CIZ1,NCBITaxon:9606,gene,940,protein_coding,ENSG00000148337
ENSG00000147536,False,GINS4,NCBITaxon:9606,gene,835,protein_coding,ENSG00000147536
ENSG00000104812,False,GYS1,NCBITaxon:9606,gene,578,protein_coding,ENSG00000104812
ENSG00000132554,False,RGS22,NCBITaxon:9606,gene,750,protein_coding,ENSG00000132554
ENSG00000264451,False,ENSG00000264451,NCBITaxon:9606,gene,701,lncRNA,ENSG00000264451
ENSG00000175198,False,PCCA,NCBITaxon:9606,gene,1721,protein_coding,ENSG00000175198
ENSG00000106443,False,PHF14,NCBITaxon:9606,gene,1024,protein_coding,ENSG00000106443
ENSG00000273368,False,ENSG00000273368,NCBITaxon:9606,gene,513,lncRNA,ENSG00000273368
ENSG00000079257,False,LXN,NCBITaxon:9606,gene,910,protein_coding,ENSG00000079257
ENSG00000102904,False,TSNAXIP1,NCBITaxon:9606,gene,1551,protein_coding,ENSG00000102904
ENSG00000165494,False,PCF11,NCBITaxon:9606,gene,2184,protein_coding,ENSG00000165494
ENSG00000112419,False,PHACTR2,NCBITaxon:9606,gene,791,protein_coding,ENSG00000112419
ENSG00000181418,False,DDN,NCBITaxon:9606,gene,3815,protein_coding,ENSG00000181418
ENSG00000144847,False,IGSF11,NCBITaxon:9606,gene,1719,protein_coding,ENSG00000144847
ENSG00000099869,False,IGF2-AS,NCBITaxon:9606,gene,1867,lncRNA,ENSG00000099869
ENSG00000229272,False,LINC03036,NCBITaxon:9606,gene,833,lncRNA,ENSG00000229272
ENSG00000275180,False,ENSG00000275180,NCBITaxon:9606,gene,541,lncRNA,ENSG00000275180
ENSG00000092203,False,TOX4,NCBITaxon:9606,gene,714,protein_coding,ENSG00000092203
ENSG00000273820,False,USP27X,NCBITaxon:9606,gene,3075,protein_coding,ENSG00000273820
ENSG00000047644,False,WWC3,NCBITaxon:9606,gene,3740,protein_coding,ENSG00000047644
ENSG00000239382,False,ALKBH6,NCBITaxon:9606,gene,793,protein_coding,ENSG00000239382
ENSG00000124942,False,AHNAK,NCBITaxon:9606,gene,642,protein_coding,ENSG00000124942
ENSG00000105726,False,ATP13A1,NCBITaxon:9606,gene,927,protein_coding,ENSG00000105726
ENSG00000240849,False,PEDS1,NCBITaxon:9606,gene,2028,protein_coding,ENSG00000240849
ENSG00000149100,False,EIF3M,NCBITaxon:9606,gene,769,protein_coding,ENSG00000149100
ENSG00000283384,False,ENSG00000283384,NCBITaxon:9606,gene,1468,lncRNA,ENSG00000283384
ENSG00000103742,False,IGDCC4,NCBITaxon:9606,gene,1992,protein_coding,ENSG00000103742
ENSG00000260059,False,ENSG00000260059,NCBITaxon:9606,gene,601,lncRNA,ENSG00000260059
ENSG00000248143,False,LINC02383,NCBITaxon:9606,gene,582,lncRNA,ENSG00000248143
ENSG00000033050,False,ABCF2,NCBITaxon:9606,gene,941,protein_coding,ENSG00000033050
ENSG00000149781,False,FERMT3,NCBITaxon:9606,gene,2511,protein_coding,ENSG00000149781
ENSG00000147416,False,ATP6V1B2,NCBITaxon:9606,gene,2739,protein_coding,ENSG00000147416
ENSG00000228634,False,ENSG00000228634,NCBITaxon:9606,gene,517,lncRNA,ENSG00000228634
ENSG00000108852,False,MPP2,NCBITaxon:9606,gene,849,protein_coding,ENSG00000108852
ENSG00000204439,False,C6orf47,NCBITaxon:9606,gene,2481,protein_coding,ENSG00000204439
ENSG00000175130,False,MARCKSL1,NCBITaxon:9606,gene,1546,protein_coding,ENSG00000175130
ENSG00000138755,False,CXCL9,NCBITaxon:9606,gene,2761,protein_coding,ENSG00000138755
ENSG00000148677,False,ANKRD1,NCBITaxon:9606,gene,1790,protein_coding,ENSG00000148677
ENSG00000198729,False,PPP1R14C,NCBITaxon:9606,gene,2219,protein_coding,ENSG00000198729
ENSG00000162923,False,WDR26,NCBITaxon:9606,gene,2392,protein_coding,ENSG00000162923
ENSG00000271334,False,LINC02104,NCBITaxon:9606,gene,556,lncRNA,ENSG00000271334
ENSG00000287307,False,ENSG00000287307,NCBITaxon:9606,gene,4429,lncRNA,ENSG00000287307
ENSG00000101019,False,UQCC1,NCBITaxon:9606,gene,1017,protein_coding,ENSG00000101019
ENSG00000230148,False,HOXB-AS1,NCBITaxon:9606,gene,774,lncRNA,ENSG00000230148
ENSG00000224142,False,AMMECR1-IT1,NCBITaxon:9606,gene,561,lncRNA,ENSG00000224142
ENSG00000258982,False,YY1-DT,NCBITaxon:9606,gene,703,lncRNA,ENSG00000258982
ENSG00000071246,False,VASH1,NCBITaxon:9606,gene,1096,protein_coding,ENSG00000071246
ENSG00000106384,False,MOGAT3,NCBITaxon:9606,gene,1076,protein_coding,ENSG00000106384
ENSG00000133574,False,GIMAP4,NCBITaxon:9606,gene,858,protein_coding,ENSG00000133574
ENSG00000253372,False,ENSG00000253372,NCBITaxon:9606,gene,652,lncRNA,ENSG00000253372
ENSG00000274275,False,ENSG00000274275,NCBITaxon:9606,gene,325,lncRNA,ENSG00000274275
ENSG00000100056,False,ESS2,NCBITaxon:9606,gene,1954,protein_coding,ENSG00000100056
ENSG00000090989,False,EXOC1,NCBITaxon:9606,gene,2010,protein_coding,ENSG00000090989
ENSG00000173214,False,MFSD4B,NCBITaxon:9606,gene,2044,protein_coding,ENSG00000173214
ENSG00000244203,False,FOXP1-AS1,NCBITaxon:9606,gene,587,lncRNA,ENSG00000244203
ENSG00000259035,False,ENSG00000259035,NCBITaxon:9606,gene,1027,lncRNA,ENSG00000259035
ENSG00000165475,False,CRYL1,NCBITaxon:9606,gene,1483,protein_coding,ENSG00000165475
ENSG00000250682,False,LINC00491,NCBITaxon:9606,gene,1590,lncRNA,ENSG00000250682
ENSG00000070018,False,LRP6,NCBITaxon:9606,gene,593,protein_coding,ENSG00000070018
ENSG00000123901,False,GPR83,NCBITaxon:9606,gene,3093,protein_coding,ENSG00000123901
ENSG00000253736,False,ENSG00000253736,NCBITaxon:9606,gene,774,lncRNA,ENSG00000253736
ENSG00000100503,False,NIN,NCBITaxon:9606,gene,4216,protein_coding,ENSG00000100503
ENSG00000151882,False,CCL28,NCBITaxon:9606,gene,1430,protein_coding,ENSG00000151882
ENSG00000285970,False,ENSG00000285970,NCBITaxon:9606,gene,963,lncRNA,ENSG00000285970
ENSG00000196705,False,ZNF431,NCBITaxon:9606,gene,610,protein_coding,ENSG00000196705
ENSG00000244184,False,PELP1-DT,NCBITaxon:9606,gene,584,lncRNA,ENSG00000244184
ENSG00000119522,False,DENND1A,NCBITaxon:9606,gene,1121,protein_coding,ENSG00000119522
ENSG00000099875,False,MKNK2,NCBITaxon:9606,gene,1005,protein_coding,ENSG00000099875
ENSG00000087191,False,PSMC5,NCBITaxon:9606,gene,1003,protein_coding,ENSG00000087191
ENSG00000249618,False,LINC02465,NCBITaxon:9606,gene,1028,lncRNA,ENSG00000249618
ENSG00000212993,False,POU5F1B,NCBITaxon:9606,gene,2102,protein_coding,ENSG00000212993
ENSG00000171056,False,SOX7,NCBITaxon:9606,gene,3215,protein_coding,ENSG00000171056
ENSG00000056291,False,NPFFR2,NCBITaxon:9606,gene,1559,protein_coding,ENSG00000056291
ENSG00000113460,False,BRIX1,NCBITaxon:9606,gene,1591,protein_coding,ENSG00000113460
ENSG00000249295,False,ENSG00000249295,NCBITaxon:9606,gene,345,lncRNA,ENSG00000249295
ENSG00000100068,False,LRP5L,NCBITaxon:9606,gene,1676,transcribed_unprocessed_pseudogene,ENSG00000100068
ENSG00000284846,False,ENSG00000284846,NCBITaxon:9606,gene,406,lncRNA,ENSG00000284846
ENSG00000087448,False,KLHL42,NCBITaxon:9606,gene,1894,protein_coding,ENSG00000087448
ENSG00000171060,False,C8orf74,NCBITaxon:9606,gene,1042,protein_coding,ENSG00000171060
ENSG00000154760,False,SLFN13,NCBITaxon:9606,gene,3058,protein_coding,ENSG00000154760
ENSG00000198399,False,ITSN2,NCBITaxon:9606,gene,1504,protein_coding,ENSG00000198399
ENSG00000241956,False,LINC03000,NCBITaxon:9606,gene,783,lncRNA,ENSG00000241956
ENSG00000155313,False,USP25,NCBITaxon:9606,gene,1501,protein_coding,ENSG00000155313
ENSG00000234756,False,LINC02621,NCBITaxon:9606,gene,706,lncRNA,ENSG00000234756
ENSG00000150938,False,CRIM1,NCBITaxon:9606,gene,526,protein_coding,ENSG00000150938
ENSG00000261886,False,GOSR2-DT,NCBITaxon:9606,gene,566,lncRNA,ENSG00000261886
ENSG00000144713,False,RPL32,NCBITaxon:9606,gene,625,protein_coding,ENSG00000144713
ENSG00000121314,False,TAS2R8,NCBITaxon:9606,gene,1236,protein_coding,ENSG00000121314
ENSG00000215533,False,LINC00189,NCBITaxon:9606,gene,545,lncRNA,ENSG00000215533
ENSG00000183665,False,TRMT12,NCBITaxon:9606,gene,822,protein_coding,ENSG00000183665
ENSG00000041982,False,TNC,NCBITaxon:9606,gene,2782,protein_coding,ENSG00000041982
ENSG00000112874,False,NUDT12,NCBITaxon:9606,gene,1357,protein_coding,ENSG00000112874
ENSG00000272734,False,ADIRF-AS1,NCBITaxon:9606,gene,1353,lncRNA,ENSG00000272734
ENSG00000124812,False,CRISP1,NCBITaxon:9606,gene,1751,protein_coding,ENSG00000124812
ENSG00000258472,False,ENSG00000258472,NCBITaxon:9606,gene,1033,protein_coding,ENSG00000258472
ENSG00000285480,False,H2BK1,NCBITaxon:9606,gene,573,protein_coding,ENSG00000285480
ENSG00000100227,False,POLDIP3,NCBITaxon:9606,gene,2175,protein_coding,ENSG00000100227
ENSG00000181123,False,ENSG00000181123,NCBITaxon:9606,gene,703,lncRNA,ENSG00000181123
ENSG00000267638,False,ENSG00000267638,NCBITaxon:9606,gene,359,lncRNA,ENSG00000267638
ENSG00000203880,False,PCMTD2,NCBITaxon:9606,gene,584,protein_coding,ENSG00000203880
ENSG00000135829,False,DHX9,NCBITaxon:9606,gene,831,protein_coding,ENSG00000135829
ENSG00000146733,False,PSPH,NCBITaxon:9606,gene,741,protein_coding,ENSG00000146733
ENSG00000286194,False,ENSG00000286194,NCBITaxon:9606,gene,581,lncRNA,ENSG00000286194
ENSG00000133138,False,TBC1D8B,NCBITaxon:9606,gene,2589,protein_coding,ENSG00000133138
ENSG00000167645,False,YIF1B,NCBITaxon:9606,gene,952,protein_coding,ENSG00000167645
ENSG00000287321,False,ENSG00000287321,NCBITaxon:9606,gene,428,lncRNA,ENSG00000287321
ENSG00000119318,False,RAD23B,NCBITaxon:9606,gene,811,protein_coding,ENSG00000119318
ENSG00000151778,False,SERP2,NCBITaxon:9606,gene,790,protein_coding,ENSG00000151778
ENSG00000107036,False,RIC1,NCBITaxon:9606,gene,3998,protein_coding,ENSG00000107036
ENSG00000257642,False,C12orf75-AS1,NCBITaxon:9606,gene,549,lncRNA,ENSG00000257642
ENSG00000285885,False,ENSG00000285885,NCBITaxon:9606,gene,1092,lncRNA,ENSG00000285885
ENSG00000005243,False,COPZ2,NCBITaxon:9606,gene,638,protein_coding,ENSG00000005243
ENSG00000158122,False,PRXL2C,NCBITaxon:9606,gene,2618,protein_coding,ENSG00000158122
ENSG00000165617,False,DACT1,NCBITaxon:9606,gene,2571,protein_coding,ENSG00000165617
ENSG00000170385,False,SLC30A1,NCBITaxon:9606,gene,5893,protein_coding,ENSG00000170385
ENSG00000154122,False,ANKH,NCBITaxon:9606,gene,697,protein_coding,ENSG00000154122
ENSG00000120265,False,PCMT1,NCBITaxon:9606,gene,1095,protein_coding,ENSG00000120265
ENSG00000270072,False,ENSG00000270072,NCBITaxon:9606,gene,430,lncRNA,ENSG00000270072
ENSG00000229873,False,OGFR-AS1,NCBITaxon:9606,gene,990,lncRNA,ENSG00000229873
ENSG00000055163,False,CYFIP2,NCBITaxon:9606,gene,915,protein_coding,ENSG00000055163
ENSG00000284376,False,ENSG00000284376,NCBITaxon:9606,gene,396,lncRNA,ENSG00000284376
ENSG00000055130,False,CUL1,NCBITaxon:9606,gene,3038,protein_coding,ENSG00000055130
ENSG00000241404,False,EGFL8,NCBITaxon:9606,gene,1061,protein_coding,ENSG00000241404
ENSG00000169116,False,PARM1,NCBITaxon:9606,gene,4659,protein_coding,ENSG00000169116
ENSG00000173992,False,CCS,NCBITaxon:9606,gene,872,protein_coding,ENSG00000173992
ENSG00000269945,False,ENSG00000269945,NCBITaxon:9606,gene,3625,lncRNA,ENSG00000269945
ENSG00000204851,False,PNMA8B,NCBITaxon:9606,gene,2520,protein_coding,ENSG00000204851
ENSG00000274372,False,ENSG00000274372,NCBITaxon:9606,gene,745,lncRNA,ENSG00000274372
ENSG00000174516,False,PELI3,NCBITaxon:9606,gene,1967,protein_coding,ENSG00000174516
ENSG00000279317,False,ENSG00000279317,NCBITaxon:9606,gene,967,lncRNA,ENSG00000279317
ENSG00000179630,False,LACC1,NCBITaxon:9606,gene,4028,protein_coding,ENSG00000179630
ENSG00000224020,False,MIR181A2HG,NCBITaxon:9606,gene,645,lncRNA,ENSG00000224020
ENSG00000258517,False,ENSG00000258517,NCBITaxon:9606,gene,590,lncRNA,ENSG00000258517
ENSG00000272195,False,ENSG00000272195,NCBITaxon:9606,gene,1393,lncRNA,ENSG00000272195
ENSG00000106367,False,AP1S1,NCBITaxon:9606,gene,710,protein_coding,ENSG00000106367
ENSG00000137547,False,MRPL15,NCBITaxon:9606,gene,853,protein_coding,ENSG00000137547
ENSG00000267160,False,ENSG00000267160,NCBITaxon:9606,gene,2569,lncRNA,ENSG00000267160
ENSG00000259495,False,ARNT2-DT,NCBITaxon:9606,gene,715,lncRNA,ENSG00000259495
ENSG00000261131,False,ENSG00000261131,NCBITaxon:9606,gene,321,lncRNA,ENSG00000261131
ENSG00000168530,False,MYL1,NCBITaxon:9606,gene,786,protein_coding,ENSG00000168530
ENSG00000165259,False,HDX,NCBITaxon:9606,gene,3938,protein_coding,ENSG00000165259
ENSG00000101082,False,SLA2,NCBITaxon:9606,gene,2454,protein_coding,ENSG00000101082
ENSG00000270061,False,ENSG00000270061,NCBITaxon:9606,gene,355,lncRNA,ENSG00000270061
ENSG00000163823,False,CCR1,NCBITaxon:9606,gene,2646,protein_coding,ENSG00000163823
ENSG00000161133,False,USP41P,NCBITaxon:9606,gene,920,transcribed_unprocessed_pseudogene,ENSG00000161133
ENSG00000066455,False,GOLGA5,NCBITaxon:9606,gene,759,protein_coding,ENSG00000066455
ENSG00000255480,False,ENSG00000255480,NCBITaxon:9606,gene,365,lncRNA,ENSG00000255480
ENSG00000174225,False,ARL13A,NCBITaxon:9606,gene,911,protein_coding,ENSG00000174225
ENSG00000253688,False,ENSG00000253688,NCBITaxon:9606,gene,1307,lncRNA,ENSG00000253688
ENSG00000170909,False,OSCAR,NCBITaxon:9606,gene,1686,protein_coding,ENSG00000170909
ENSG00000104549,False,SQLE,NCBITaxon:9606,gene,740,protein_coding,ENSG00000104549
ENSG00000287885,False,ENSG00000287885,NCBITaxon:9606,gene,1181,lncRNA,ENSG00000287885
ENSG00000166171,False,DPCD,NCBITaxon:9606,gene,686,protein_coding,ENSG00000166171
ENSG00000253647,False,KCNIP1-OT1,NCBITaxon:9606,gene,1218,lncRNA,ENSG00000253647
ENSG00000061492,False,WNT8A,NCBITaxon:9606,gene,1547,protein_coding,ENSG00000061492
ENSG00000071575,False,TRIB2,NCBITaxon:9606,gene,1804,protein_coding,ENSG00000071575
ENSG00000225325,False,ENSG00000225325,NCBITaxon:9606,gene,810,lncRNA,ENSG00000225325
ENSG00000234418,False,ENSG00000234418,NCBITaxon:9606,gene,1268,lncRNA,ENSG00000234418
ENSG00000224074,False,LINC00691,NCBITaxon:9606,gene,2598,lncRNA,ENSG00000224074
ENSG00000165060,False,FXN,NCBITaxon:9606,gene,2632,protein_coding,ENSG00000165060
ENSG00000134343,False,ANO3,NCBITaxon:9606,gene,3117,protein_coding,ENSG00000134343
ENSG00000149633,False,KIAA1755,NCBITaxon:9606,gene,2349,protein_coding,ENSG00000149633
ENSG00000099949,False,LZTR1,NCBITaxon:9606,gene,1031,protein_coding,ENSG00000099949
ENSG00000119718,False,EIF2B2,NCBITaxon:9606,gene,896,protein_coding,ENSG00000119718
ENSG00000144583,False,MARCHF4,NCBITaxon:9606,gene,4903,protein_coding,ENSG00000144583
ENSG00000142875,False,PRKACB,NCBITaxon:9606,gene,1905,protein_coding,ENSG00000142875
ENSG00000137413,False,TAF8,NCBITaxon:9606,gene,1663,protein_coding,ENSG00000137413
ENSG00000197061,False,H4C3,NCBITaxon:9606,gene,405,protein_coding,ENSG00000197061
ENSG00000264707,False,L3MBTL4-AS1,NCBITaxon:9606,gene,2044,lncRNA,ENSG00000264707
ENSG00000224015,False,ENSG00000224015,NCBITaxon:9606,gene,671,lncRNA,ENSG00000224015
ENSG00000227400,False,ENSG00000227400,NCBITaxon:9606,gene,570,lncRNA,ENSG00000227400
ENSG00000163516,False,ANKZF1,NCBITaxon:9606,gene,635,protein_coding,ENSG00000163516
ENSG00000204619,False,PPP1R11,NCBITaxon:9606,gene,1630,protein_coding,ENSG00000204619
ENSG00000260097,False,SPDYE6,NCBITaxon:9606,gene,3151,protein_coding,ENSG00000260097
ENSG00000114416,False,FXR1,NCBITaxon:9606,gene,866,protein_coding,ENSG00000114416
ENSG00000286990,False,ENSG00000286990,NCBITaxon:9606,gene,991,lncRNA,ENSG00000286990
ENSG00000233538,False,ENSG00000233538,NCBITaxon:9606,gene,621,lncRNA,ENSG00000233538
ENSG00000187554,False,TLR5,NCBITaxon:9606,gene,3416,protein_coding,ENSG00000187554
ENSG00000180992,False,MRPL14,NCBITaxon:9606,gene,957,protein_coding,ENSG00000180992
ENSG00000101440,False,ASIP,NCBITaxon:9606,gene,631,protein_coding,ENSG00000101440
ENSG00000100321,False,SYNGR1,NCBITaxon:9606,gene,1295,protein_coding,ENSG00000100321
ENSG00000134216,False,CHIA,NCBITaxon:9606,gene,1337,protein_coding,ENSG00000134216
ENSG00000182521,False,TBPL2,NCBITaxon:9606,gene,963,protein_coding,ENSG00000182521
ENSG00000153531,False,ADPRHL1,NCBITaxon:9606,gene,1993,protein_coding,ENSG00000153531
ENSG00000230046,False,BIRC6-AS1,NCBITaxon:9606,gene,697,lncRNA,ENSG00000230046
ENSG00000227117,False,HORMAD2-AS1,NCBITaxon:9606,gene,727,lncRNA,ENSG00000227117
ENSG00000188779,False,SKOR1,NCBITaxon:9606,gene,3608,protein_coding,ENSG00000188779
ENSG00000102606,False,ARHGEF7,NCBITaxon:9606,gene,1681,protein_coding,ENSG00000102606
ENSG00000213694,False,S1PR3,NCBITaxon:9606,gene,4829,protein_coding,ENSG00000213694
ENSG00000171444,False,MCC,NCBITaxon:9606,gene,848,protein_coding,ENSG00000171444
ENSG00000196358,False,NTNG2,NCBITaxon:9606,gene,735,protein_coding,ENSG00000196358
ENSG00000130714,False,POMT1,NCBITaxon:9606,gene,1244,protein_coding,ENSG00000130714
ENSG00000134905,False,CARS2,NCBITaxon:9606,gene,739,protein_coding,ENSG00000134905
ENSG00000147488,False,ST18,NCBITaxon:9606,gene,725,protein_coding,ENSG00000147488
ENSG00000257510,False,LINC02402,NCBITaxon:9606,gene,1732,lncRNA,ENSG00000257510
ENSG00000181856,False,SLC2A4,NCBITaxon:9606,gene,1852,protein_coding,ENSG00000181856
ENSG00000257747,False,LINC02426,NCBITaxon:9606,gene,1215,lncRNA,ENSG00000257747
ENSG00000185523,False,SPATA45,NCBITaxon:9606,gene,506,protein_coding,ENSG00000185523
ENSG00000175879,False,HOXD8,NCBITaxon:9606,gene,1438,protein_coding,ENSG00000175879
ENSG00000165868,False,HSPA12A,NCBITaxon:9606,gene,5445,protein_coding,ENSG00000165868
ENSG00000286913,False,ENSG00000286913,NCBITaxon:9606,gene,842,lncRNA,ENSG00000286913
ENSG00000141404,False,GNAL,NCBITaxon:9606,gene,830,protein_coding,ENSG00000141404
ENSG00000264270,False,SAP30BP-AS1,NCBITaxon:9606,gene,434,lncRNA,ENSG00000264270
ENSG00000226812,False,R3HDML-AS1,NCBITaxon:9606,gene,748,lncRNA,ENSG00000226812
ENSG00000107789,False,MINPP1,NCBITaxon:9606,gene,2199,protein_coding,ENSG00000107789
ENSG00000229431,False,MED8-AS1,NCBITaxon:9606,gene,614,lncRNA,ENSG00000229431
ENSG00000135638,False,EMX1,NCBITaxon:9606,gene,1299,protein_coding,ENSG00000135638
ENSG00000171552,False,BCL2L1,NCBITaxon:9606,gene,2444,protein_coding,ENSG00000171552
ENSG00000166482,False,MFAP4,NCBITaxon:9606,gene,1820,protein_coding,ENSG00000166482
ENSG00000111729,False,CLEC4A,NCBITaxon:9606,gene,615,protein_coding,ENSG00000111729
ENSG00000173273,False,TNKS,NCBITaxon:9606,gene,755,protein_coding,ENSG00000173273
ENSG00000133104,False,SPART,NCBITaxon:9606,gene,1398,protein_coding,ENSG00000133104
ENSG00000285683,False,ENSG00000285683,NCBITaxon:9606,gene,618,lncRNA,ENSG00000285683
ENSG00000135046,False,ANXA1,NCBITaxon:9606,gene,852,protein_coding,ENSG00000135046
ENSG00000269656,False,NOP53-AS1,NCBITaxon:9606,gene,554,lncRNA,ENSG00000269656
ENSG00000070087,False,PFN2,NCBITaxon:9606,gene,778,protein_coding,ENSG00000070087
ENSG00000085377,False,PREP,NCBITaxon:9606,gene,3772,protein_coding,ENSG00000085377
ENSG00000131653,False,TRAF7,NCBITaxon:9606,gene,799,protein_coding,ENSG00000131653
ENSG00000112116,False,IL17F,NCBITaxon:9606,gene,879,protein_coding,ENSG00000112116
ENSG00000270647,False,TAF15,NCBITaxon:9606,gene,1733,protein_coding,ENSG00000270647
ENSG00000151338,False,MIPOL1,NCBITaxon:9606,gene,2191,protein_coding,ENSG00000151338
ENSG00000181785,False,OR5AS1,NCBITaxon:9606,gene,7860,protein_coding,ENSG00000181785
ENSG00000168159,False,RNF187,NCBITaxon:9606,gene,4859,protein_coding,ENSG00000168159
ENSG00000188672,False,RHCE,NCBITaxon:9606,gene,1142,protein_coding,ENSG00000188672
ENSG00000281183,False,NPTN-IT1,NCBITaxon:9606,gene,2283,lncRNA,ENSG00000281183
ENSG00000172548,False,NIPAL4,NCBITaxon:9606,gene,1151,protein_coding,ENSG00000172548
ENSG00000001167,False,NFYA,NCBITaxon:9606,gene,3934,protein_coding,ENSG00000001167
ENSG00000235269,False,LINC02331,NCBITaxon:9606,gene,1959,lncRNA,ENSG00000235269
ENSG00000163599,False,CTLA4,NCBITaxon:9606,gene,874,protein_coding,ENSG00000163599
ENSG00000230013,False,CT70,NCBITaxon:9606,gene,884,lncRNA,ENSG00000230013
ENSG00000109452,False,INPP4B,NCBITaxon:9606,gene,719,protein_coding,ENSG00000109452
ENSG00000269416,False,LINC01224,NCBITaxon:9606,gene,621,lncRNA,ENSG00000269416
ENSG00000249526,False,ENSG00000249526,NCBITaxon:9606,gene,615,lncRNA,ENSG00000249526
ENSG00000112078,False,KCTD20,NCBITaxon:9606,gene,1416,protein_coding,ENSG00000112078
ENSG00000172840,False,PDP2,NCBITaxon:9606,gene,598,protein_coding,ENSG00000172840
ENSG00000154265,False,ABCA5,NCBITaxon:9606,gene,1774,protein_coding,ENSG00000154265
ENSG00000136275,False,PKD1L1-AS1,NCBITaxon:9606,gene,661,lncRNA,ENSG00000136275
ENSG00000237372,False,LINC03062,NCBITaxon:9606,gene,817,lncRNA,ENSG00000237372
ENSG00000196693,False,ZNF33B,NCBITaxon:9606,gene,637,protein_coding,ENSG00000196693
ENSG00000272555,False,ENSG00000272555,NCBITaxon:9606,gene,455,lncRNA,ENSG00000272555
ENSG00000180934,False,OR56A1,NCBITaxon:9606,gene,6096,protein_coding,ENSG00000180934
ENSG00000013016,False,EHD3,NCBITaxon:9606,gene,4825,protein_coding,ENSG00000013016
ENSG00000283258,False,ENSG00000283258,NCBITaxon:9606,gene,1306,lncRNA,ENSG00000283258
ENSG00000170390,False,DCLK2,NCBITaxon:9606,gene,2298,protein_coding,ENSG00000170390
ENSG00000189334,False,S100A14,NCBITaxon:9606,gene,1039,protein_coding,ENSG00000189334
ENSG00000225703,False,ENSG00000225703,NCBITaxon:9606,gene,811,lncRNA,ENSG00000225703
ENSG00000263164,False,ENSG00000263164,NCBITaxon:9606,gene,498,lncRNA,ENSG00000263164
ENSG00000205090,False,TMEM240,NCBITaxon:9606,gene,1088,protein_coding,ENSG00000205090
ENSG00000164647,False,STEAP1,NCBITaxon:9606,gene,1054,protein_coding,ENSG00000164647
ENSG00000277511,False,ENSG00000277511,NCBITaxon:9606,gene,897,lncRNA,ENSG00000277511
ENSG00000256988,False,ENSG00000256988,NCBITaxon:9606,gene,2030,lncRNA,ENSG00000256988
ENSG00000284753,False,EEF1AKMT4,NCBITaxon:9606,gene,975,protein_coding,ENSG00000284753
ENSG00000253424,False,ENSG00000253424,NCBITaxon:9606,gene,548,lncRNA,ENSG00000253424
ENSG00000118096,False,IFT46,NCBITaxon:9606,gene,830,protein_coding,ENSG00000118096
ENSG00000168056,False,LTBP3,NCBITaxon:9606,gene,2464,protein_coding,ENSG00000168056
